,PM10 (µg/m3),Time,Date,NO (µg/m3),PM2.5 (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
1409,58.10021476301655,16:15:00,2023-02-15,5.0,25.0,68.5,40.5,1.24,35.1,24.7,58.7,0.1
1410,58.28069840607918,16:30:00,2023-02-15,4.7,25.0,65.5,38.6,1.24,34.8,24.6,55.8,0.1
1411,39.22656391743463,16:45:00,2023-02-15,4.4,33.0,55.5,33.1,1.25,40.5,25.0,55.9,0.1
1412,39.53643112362186,17:00:00,2023-02-15,4.4,33.0,50.6,30.5,1.24,34.0,24.4,56.6,0.1
1413,53.42098121186993,17:15:00,2023-02-15,4.6,33.0,51.8,31.3,1.26,35.6,23.2,57.2,0.1
1414,56.523079718236644,17:30:00,2023-02-15,4.8,33.0,53.8,32.6,1.27,31.7,22.9,56.2,0.1
1415,59.99358721681054,17:45:00,2023-02-15,4.5,29.0,56.7,33.8,1.29,29.5,22.3,56.8,0.1
1416,84.19504580715304,18:00:00,2023-02-15,4.4,29.0,60.0,35.5,1.31,30.5,22.1,56.1,0.1
1417,88.01885014892474,18:15:00,2023-02-15,4.9,29.0,62.9,37.5,1.29,31.1,22.4,48.5,0.1
1418,87.50253439617128,18:30:00,2023-02-15,5.0,29.0,66.1,39.2,1.33,32.4,22.3,41.9,0.1
1419,87.1936078188399,18:45:00,2023-02-15,6.5,57.0,68.3,41.6,1.35,35.1,23.2,39.6,0.1
1420,78.95158400582932,19:00:00,2023-02-15,6.8,57.0,70.5,43.0,1.4,37.2,24.8,34.2,0.1
1421,39.16663899713566,19:15:00,2023-02-15,7.2,57.0,73.7,45.0,1.5,38.6,26.0,30.4,0.1
1422,73.64032777832524,19:30:00,2023-02-15,7.4,57.0,76.2,46.6,1.45,38.2,26.9,29.0,0.1
1423,89.03386541237288,19:45:00,2023-02-15,8.3,75.0,79.3,48.9,1.43,36.5,26.9,19.9,0.1
1424,88.73653654316294,20:00:00,2023-02-15,9.1,75.0,82.1,51.1,1.47,36.3,26.6,20.8,0.1
1425,84.85141567612706,20:15:00,2023-02-15,9.8,75.0,83.9,52.6,2.05,39.0,26.5,7.9,0.1
1426,81.8236605473906,20:30:00,2023-02-15,11.3,75.0,85.1,54.5,1.81,42.2,26.6,9.7,0.1
1427,98.28468013399076,20:45:00,2023-02-15,12.8,78.0,86.9,56.7,1.69,42.2,26.2,12.8,0.1
1428,146.3754993480456,21:00:00,2023-02-15,12.9,78.0,88.3,57.4,1.73,41.0,26.2,14.1,0.1
1429,153.30137119173136,21:15:00,2023-02-15,12.7,78.0,89.7,58.0,1.82,40.1,26.7,11.5,0.1
1430,153.11620798102402,21:30:00,2023-02-15,13.0,78.0,90.9,58.9,1.87,39.2,26.9,14.8,0.1
1431,153.5826930488754,21:45:00,2023-02-15,14.0,74.0,90.4,59.4,1.9,38.2,27.2,17.9,0.1
1432,186.53152901749775,22:00:00,2023-02-15,14.0,74.0,91.2,59.9,1.85,38.0,27.3,21.3,0.1
1433,172.06650194349322,22:15:00,2023-02-15,14.4,74.0,91.2,60.2,1.81,39.0,27.9,25.4,0.2
1434,179.95268355326291,22:30:00,2023-02-15,13.6,74.0,91.4,59.7,1.81,38.2,28.2,33.3,0.2
1435,174.83808059919045,22:45:00,2023-02-15,13.0,74.0,91.4,59.2,1.83,37.4,28.0,31.9,0.2
1436,99.86330947600791,23:00:00,2023-02-15,13.7,74.0,89.7,58.9,1.8,38.7,25.6,34.1,0.2
1437,98.02575630324678,23:15:00,2023-02-15,13.6,74.0,89.7,58.8,1.74,38.1,24.2,38.6,0.2
1438,97.60726606470297,23:30:00,2023-02-15,13.2,74.0,88.9,58.0,1.74,37.1,23.3,37.2,0.2
1439,98.60888714107956,23:45:00,2023-02-15,13.2,65.0,88.0,57.6,0.883180874639995,13.054912630959949,21.9,29.3,0.2
1440,88.34237458911107,00:00:00,2023-02-16,12.8,65.0,85.9,56.1,1.84,32.9,20.9,21.2,0.2
1441,108.186874833068,00:15:00,2023-02-16,13.2,65.0,83.8,55.3,1.87,29.6,20.5,20.1,0.2
1442,108.186874833068,00:30:00,2023-02-16,13.2,65.0,81.3,54.0,1.9,27.4,20.3,19.3,0.2
1443,100.02589787112568,00:45:00,2023-02-16,13.4,78.0,80.2,53.5,1.96,27.2,20.3,6.6,0.2
1444,70.43571472484265,01:00:00,2023-02-16,13.6,78.0,80.6,54.0,2.06,27.7,20.2,5.9,0.2
1445,74.93553022663247,01:15:00,2023-02-16,13.3,78.0,82.2,54.5,2.14,24.5,19.9,5.5,0.2
1446,74.93553022663247,01:30:00,2023-02-16,14.2,78.0,83.9,56.2,2.08,22.0,20.2,6.0,0.2
1447,74.93553022663247,01:45:00,2023-02-16,14.3,110.0,85.0,56.8,2.11,21.4,20.9,5.7,0.2
1448,109.88380727285805,02:00:00,2023-02-16,13.8,110.0,87.6,57.9,2.03,22.1,21.2,5.9,0.2
1449,81.252422512347,02:15:00,2023-02-16,14.3,110.0,89.4,59.2,1.95,24.2,21.3,7.1,0.2
1450,156.58135381473483,02:30:00,2023-02-16,14.6,110.0,91.3,60.4,1.91,26.3,21.7,9.9,0.2
1451,156.58135381473483,02:45:00,2023-02-16,14.8,87.0,91.6,60.7,1.94,27.0,22.6,6.9,0.2
1452,154.79300762983223,03:00:00,2023-02-16,14.4,87.0,90.4,59.8,2.0,27.7,24.3,5.0,0.2
1453,92.75492294917682,03:15:00,2023-02-16,15.2,87.0,91.6,61.1,2.0,26.1,25.6,4.5,0.2
1454,71.87851553915334,03:30:00,2023-02-16,17.1,87.0,92.8,63.3,2.05,26.6,26.5,5.0,0.2
1455,83.13328540734341,03:45:00,2023-02-16,18.7,95.0,94.2,65.3,2.05,27.8,27.0,5.0,0.2
1456,111.8983582145911,04:00:00,2023-02-16,20.3,95.0,95.5,67.3,2.0,27.4,26.8,4.5,0.2
1457,112.22529338529114,04:15:00,2023-02-16,21.6,95.0,96.4,68.9,1.99,27.5,26.8,5.0,0.2
1458,110.04541549692007,04:30:00,2023-02-16,22.2,95.0,96.1,69.2,1.99,27.9,27.2,4.6,0.2
1459,110.04541549692007,04:45:00,2023-02-16,21.7,88.0,95.3,68.4,1.96,27.2,27.2,4.9,0.2
1460,96.78403442114558,05:00:00,2023-02-16,21.0,88.0,95.4,67.8,1.91,26.7,27.1,5.3,0.2
1461,-8.45296993429255,05:15:00,2023-02-16,22.0,88.0,94.3,68.0,2.15,26.6,27.4,5.7,0.2
1462,-13.488183147997134,05:30:00,2023-02-16,22.7,88.0,93.0,67.9,2.16,26.1,27.6,4.9,0.2
1463,95.68662045686958,05:45:00,2023-02-16,22.7,85.0,92.9,67.9,2.07,25.7,27.1,5.0,0.2
1464,101.29374968975813,06:00:00,2023-02-16,21.9,85.0,91.4,66.4,2.07,25.8,26.9,4.6,0.2
1465,99.89326049380489,06:15:00,2023-02-16,21.7,85.0,90.2,65.6,2.03,25.6,26.8,5.4,0.2
1466,94.74618032100867,06:30:00,2023-02-16,20.6,85.0,88.3,63.7,1.92,25.1,26.8,6.7,0.2
1467,106.93303433364822,06:45:00,2023-02-16,19.8,81.0,86.6,62.2,1.88,28.0,27.1,8.5,0.2
1468,143.38640379459414,07:00:00,2023-02-16,19.3,81.0,82.9,59.8,1.88,27.6,24.0,10.5,0.2
1469,134.99232351971696,07:15:00,2023-02-16,18.1,81.0,82.1,58.4,1.82,27.9,22.3,12.6,0.2
1470,126.00565652192506,07:30:00,2023-02-16,16.8,81.0,82.3,57.4,1.81,26.6,21.0,14.5,0.2
1471,156.47063415398236,07:45:00,2023-02-16,16.3,78.0,82.3,57.0,1.89,25.6,20.7,13.8,0.2
1472,204.95637692640233,08:00:00,2023-02-16,15.6,78.0,82.8,56.7,1.96,25.2,21.0,13.9,0.2
1473,196.28134557010233,08:15:00,2023-02-16,15.1,78.0,82.8,56.3,2.03,25.3,21.2,15.4,0.2
1474,196.4153157395722,08:30:00,2023-02-16,14.6,78.0,82.9,56.0,2.18,26.7,21.2,13.7,0.2
1475,197.2021757868897,08:45:00,2023-02-16,14.3,137.0,84.0,56.3,2.23,28.6,21.6,39.70217577464559,0.2
1476,188.67950373795728,09:00:00,2023-02-16,14.2,137.0,84.5,56.5,2.22,31.8,23.0,20.8,0.2
1477,199.36609301462252,09:15:00,2023-02-16,14.4,137.0,88.8,58.9,2.15,32.9,23.3,20.8,0.2
1478,143.4115230780903,09:30:00,2023-02-16,13.4,137.0,91.0,59.4,2.03,37.2,23.9,28.7,0.2
1479,186.53820319628255,09:45:00,2023-02-16,11.2,122.0,89.9,56.9,1.1064269939172915,40.2,24.4,34.8,0.2
1480,121.4674215796424,10:00:00,2023-02-16,10.1,122.0,86.3,54.2,1.67,40.2,25.9,43.7,0.2
1481,130.64448214014533,10:15:00,2023-02-16,7.4,122.0,80.4,48.8,1.67,41.3,26.8,57.6,0.2
1482,85.56786271600131,10:30:00,2023-02-16,5.8,122.0,73.2,43.6,0.76,41.1,27.6,65.5,0.2
1483,83.08005116804566,10:45:00,2023-02-16,4.7,21.827279798719395,48.6,29.6,0.77,50.92962539941882,34.9,67.4,0.2
1484,66.22135070131566,11:00:00,2023-02-16,3.8,21.237743184050416,36.2,22.3,0.77,35.6,39.6,71.1,0.2
1485,67.18999070689931,11:15:00,2023-02-16,3.5,21.237743184050416,35.0,21.5,0.86,35.6,39.4,76.5,0.2
1486,66.54993179015595,11:30:00,2023-02-16,4.0,21.237743184050416,33.4,21.0,1.09,35.6,38.4,77.6,0.2
1487,66.39315018701495,11:45:00,2023-02-16,7.090766309897209,21.237743184050416,66.89007641131532,35.862208206498686,1.18,32.3,8.726566617714063,80.9,0.2
1488,85.75702912407712,12:00:00,2023-02-16,1.7,21.366281907630103,18.8,11.4,1.18,28.9,31.3,85.7,0.2
1489,103.42845471699971,12:15:00,2023-02-16,1.7,21.366281907630103,18.8,11.4,1.18,31.7,31.3,85.8,0.1
1490,93.15867887721132,12:30:00,2023-02-16,1.7,21.366281907630103,18.8,11.4,1.17,33.1,30.3,86.5,0.1
1491,102.73879755646487,12:45:00,2023-02-16,3.7,21.366281907630103,19.9,13.6,1.19,33.2,32.4,85.5,0.1
1492,85.45745210468856,13:00:00,2023-02-16,3.0,22.319858172529248,26.1,16.4,1.21,38.8,31.2,84.9,0.1
1493,84.01392315711226,13:15:00,2023-02-16,3.5,130.0,34.3,21.0,1.33,84.0,31.7,61.3,0.1
1494,84.47987937341645,13:30:00,2023-02-16,4.1,130.0,64.4,37.6,1.2,126.5,28.0,51.3,0.1
1495,43.04238498435347,13:45:00,2023-02-16,4.3,102.0,64.4,37.7,1.1,103.7,33.8,62.3,0.2
1496,32.92889497518995,14:00:00,2023-02-16,4.2,102.0,60.9,35.8,1.11,89.4,33.8,66.5,0.2
1497,60.705780795129414,14:15:00,2023-02-16,3.3,102.0,59.0,34.1,1.09,115.4,31.3,63.6,0.2
1498,70.9974877438155,14:30:00,2023-02-16,2.8,102.0,60.8,34.6,1.05,126.3,29.9,62.5,0.2
1499,68.69189994636768,14:45:00,2023-02-16,3.2,93.0,64.0,36.6,1.03,163.4,29.3,48.5,0.2
1500,38.25867254139419,15:00:00,2023-02-16,4.3,93.0,69.0,40.2,1.06,176.1,28.6,43.4,0.2
1501,33.75273545190852,15:15:00,2023-02-16,4.1,93.0,76.3,43.9,1.31,198.5,28.4,37.0,0.2
1502,29.933835876815465,15:30:00,2023-02-16,4.3,93.0,78.9,45.5,1.31,176.0,26.2,43.5,0.1
1503,30.23709088321052,15:45:00,2023-02-16,4.2,92.0,79.0,45.4,1.28,159.3,24.3,47.3,0.1
1504,58.218492239593346,16:00:00,2023-02-16,4.3,92.0,77.2,44.6,1.27,143.9,23.5,51.5,0.1
1505,58.10021476301655,16:15:00,2023-02-16,4.1,92.0,72.0,41.6,1.28,159.5,23.4,43.8,0.1
1506,58.28069840607918,16:30:00,2023-02-16,3.7,92.0,68.9,39.7,1.29,161.7,23.5,47.2,0.1
1507,39.22656391743463,16:45:00,2023-02-16,4.698387717239616,82.0,70.5000656673179,42.23831879853773,1.35,178.6,8.825759131900815,32.4,0.17750511247443762
1508,39.53643112362186,17:00:00,2023-02-16,3.3,82.0,68.5,39.1,1.29,141.9,24.4,45.3,0.1
1509,201.0,17:15:00,2023-02-16,3.8,82.0,56.1,33.0,1.28,67.4,23.6,63.3,0.1
1510,201.0,17:30:00,2023-02-16,3.7,82.0,48.1,28.6,1.32,45.6,21.6,63.5,0.1
1511,201.0,17:45:00,2023-02-16,3.9,108.0,47.9,28.6,1.36,42.0,20.0,54.9,0.1
1512,84.19504580715304,18:00:00,2023-02-16,4.1,108.0,51.9,31.0,1.47,42.5,18.3,48.0,0.1
1513,183.0,18:15:00,2023-02-16,4.6,108.0,55.1,33.0,1.83,41.4,17.2,36.5,0.1
1514,183.0,18:30:00,2023-02-16,4.2,108.0,60.2,35.4,2.44,48.0,16.8,10.3,0.1
1515,183.0,18:45:00,2023-02-16,5.2,253.0,66.0,39.3,2.52,51.2,16.8,0.8,0.2
1516,78.95158400582932,19:00:00,2023-02-16,7.2,253.0,71.1,43.7,2.18,50.4,16.7,4.4,0.2
1517,183.0,19:15:00,2023-02-16,8.6,253.0,75.1,46.9,1.88,44.7,17.1,18.5,0.2
1518,183.0,19:30:00,2023-02-16,8.6,253.0,77.2,48.1,1.53,39.7,17.3,36.3,0.2
1519,183.0,19:45:00,2023-02-16,8.0,140.0,79.8,48.9,1.35,37.2,17.3,43.6,0.2
1520,473.0,20:00:00,2023-02-16,8.2,140.0,81.9,50.2,1.37,38.0,17.3,45.8,0.2
1521,473.0,20:15:00,2023-02-16,7.1,140.0,82.3,49.5,1.41,36.3,17.4,43.8,0.2
1522,473.0,20:30:00,2023-02-16,5.9,140.0,83.3,49.1,1.45,37.5,17.4,46.0,0.2
1523,473.0,20:45:00,2023-02-16,5.9,88.0,82.9,48.9,1.48,36.2,17.8,44.2,0.2
1524,237.0,21:00:00,2023-02-16,6.3,88.0,82.7,49.1,1.5,35.7,18.1,49.8,0.2
1525,237.0,21:15:00,2023-02-16,5.8,88.0,83.6,49.1,1.43,35.9,17.7,60.7,0.2
1526,237.0,21:30:00,2023-02-16,5.8,88.0,81.9,48.3,1.41,35.2,18.0,63.1,0.2
1527,237.0,21:45:00,2023-02-16,6.3,96.0,81.1,48.3,1.55,34.8,18.3,55.6,0.2
1528,191.0,22:00:00,2023-02-16,6.0,96.0,81.3,48.1,1.58,33.9,18.3,48.7,0.2
1529,191.0,22:15:00,2023-02-16,5.7,96.0,80.9,47.7,1.58,34.2,18.4,44.6,0.2
1530,191.0,22:30:00,2023-02-16,6.2,96.0,80.0,47.6,1.82,35.8,18.9,34.5,0.2
1531,191.0,22:45:00,2023-02-16,6.7,105.0,80.6,48.3,2.02,35.2,18.4,34.1,0.2
1532,188.0,23:00:00,2023-02-16,6.5,105.0,81.0,48.4,1.87,34.7,18.1,34.6,0.2
1533,188.0,23:15:00,2023-02-16,5.9,105.0,80.7,47.7,1.83,36.6,18.5,28.8,0.2
1534,188.0,23:30:00,2023-02-16,6.3,105.0,78.9,47.1,1.8,37.6,18.0,22.6,0.2
1535,188.0,23:45:00,2023-02-16,6.9,110.0,78.6,47.4,0.883180874639995,13.054912630959949,17.2,16.4,0.2
1536,188.0,00:00:00,2023-02-17,7.7,110.0,77.8,47.6,1.0,30.5,16.4,12.6,0.2
1537,188.0,00:15:00,2023-02-17,7.9,110.0,77.6,47.7,0.98,28.8,16.0,11.5,0.2
1538,188.0,00:30:00,2023-02-17,8.5,110.0,77.6,48.2,1.0,27.2,16.0,11.1,0.2
1539,195.0,00:45:00,2023-02-17,9.3,122.0,78.0,49.0,1.0,26.3,15.5,11.2,0.2
1540,195.0,01:00:00,2023-02-17,9.8,122.0,77.3,49.1,0.93,26.2,15.3,12.0,0.2
1541,195.0,01:15:00,2023-02-17,9.2,122.0,77.5,48.7,0.88,26.5,15.5,15.9,0.2
1542,195.0,01:30:00,2023-02-17,9.2,122.0,76.5,48.2,0.97,25.9,16.4,9.3,0.2
1543,195.0,01:45:00,2023-02-17,10.0,120.0,76.0,48.5,1.09,26.1,17.1,3.5,0.2
1544,195.0,02:00:00,2023-02-17,11.0,120.0,77.1,50.0,1.09,27.1,16.9,3.7,0.2
1545,195.0,02:15:00,2023-02-17,12.8,120.0,78.2,52.0,1.06,27.6,16.7,4.3,0.3
1546,195.0,02:30:00,2023-02-17,14.3,120.0,78.4,53.3,0.96,30.1,17.0,5.5,0.3
1547,204.0,02:45:00,2023-02-17,15.4,126.0,78.7,54.3,0.87,29.7,17.0,6.4,0.3
1548,204.0,03:00:00,2023-02-17,15.6,126.0,78.6,54.5,0.78,29.7,17.6,9.7,0.3
1549,204.0,03:15:00,2023-02-17,15.4,126.0,80.3,55.3,0.76,30.4,17.3,9.8,0.3
1550,204.0,03:30:00,2023-02-17,14.5,126.0,80.0,54.3,0.7,29.9,17.7,9.3,0.3
1551,213.0,03:45:00,2023-02-17,14.4,99.0,78.5,53.5,0.68,26.2,19.0,11.1,0.2
1552,213.0,04:00:00,2023-02-17,13.8,99.0,77.9,52.6,1.03,26.0,19.3,6.1,0.2
1553,213.0,04:15:00,2023-02-17,13.1,99.0,78.3,52.2,0.97,24.7,19.3,9.7,0.2
1554,213.0,04:30:00,2023-02-17,13.7,99.0,77.1,52.1,0.93,25.3,19.9,9.9,0.2
1555,153.0,04:45:00,2023-02-17,14.1,112.0,76.1,52.0,0.98,23.3,20.4,8.4,0.2
1556,153.0,05:00:00,2023-02-17,13.4,112.0,75.5,51.0,0.97,24.2,20.7,6.5,0.2
1557,153.0,05:15:00,2023-02-17,13.6,112.0,74.6,50.7,0.96,23.1,20.8,8.7,0.2
1558,153.0,05:30:00,2023-02-17,13.4,112.0,73.6,50.0,1.01,22.7,20.3,9.5,0.2
1559,180.0,05:45:00,2023-02-17,12.5,106.0,72.4,48.7,1.37,18.5,20.3,8.1,0.2
1560,180.0,06:00:00,2023-02-17,13.1,106.0,71.9,48.9,1.49,20.4,20.0,4.7,0.2
1561,180.0,06:15:00,2023-02-17,13.0,106.0,72.2,49.0,1.52,18.7,20.1,2.7,0.2
1562,180.0,06:30:00,2023-02-17,13.8,106.0,71.0,49.0,1.71,17.3,20.3,2.9,0.2
1563,163.0,06:45:00,2023-02-17,14.6,115.0,68.5,48.3,1.73,15.6,20.2,3.4,0.2
1564,163.0,07:00:00,2023-02-17,15.1,115.0,67.2,48.0,1.76,16.0,20.2,3.9,0.2
1565,163.0,07:15:00,2023-02-17,15.0,115.0,66.5,47.6,1.79,16.5,20.5,3.9,0.3
1566,163.0,07:30:00,2023-02-17,14.7,115.0,64.1,46.1,1.82,18.3,19.8,5.3,0.3
1567,189.0,07:45:00,2023-02-17,15.4,152.0,64.1,46.5,1.9,19.0,18.4,5.8,0.3
1568,189.0,08:00:00,2023-02-17,15.7,152.0,64.2,46.9,1.92,21.1,17.9,7.7,0.3
1569,189.0,08:15:00,2023-02-17,15.9,152.0,63.4,46.7,1.91,22.2,18.3,10.7,0.3
1570,189.0,08:30:00,2023-02-17,16.6,152.0,63.4,47.2,1.9,23.1,17.9,12.7,0.3
1571,219.0,08:45:00,2023-02-17,16.2,210.0,64.1,47.3,1.79,23.8,19.2,39.70217577464559,0.3
1572,219.0,09:00:00,2023-02-17,15.2,210.0,66.3,47.6,1.82,29.9,19.7,18.4,0.3
1573,219.0,09:15:00,2023-02-17,13.0,210.0,69.3,47.5,1.83,32.5,20.3,18.4,0.3
1574,219.0,09:30:00,2023-02-17,13.3,210.0,72.0,49.1,1.73,29.1,19.8,23.8,0.3
1575,307.0,09:45:00,2023-02-17,12.7,172.0,74.2,49.8,1.1064269939172915,30.7,21.5,34.5,0.3
1576,307.0,10:00:00,2023-02-17,11.8,172.0,74.3,49.1,2.43,69.7,21.5,35.0,0.3
1577,307.0,10:15:00,2023-02-17,11.1,172.0,73.5,48.1,2.43,95.5,20.0,36.6,0.3
1578,307.0,10:30:00,2023-02-17,12.2,172.0,70.5,47.4,1.31,144.5,18.7,23.4,0.3
1579,296.0,10:45:00,2023-02-17,14.2,102.0,67.1,47.2,1.32,50.92962539941882,19.5,23.4,0.3
1580,296.0,11:00:00,2023-02-17,11.7,102.0,68.1,45.8,1.31,142.1,21.6,39.6,0.3
1581,296.0,11:15:00,2023-02-17,7.2,102.0,58.7,37.1,1.31,142.1,22.2,39.9,0.2
1582,296.0,11:30:00,2023-02-17,5.9,102.0,59.9,36.6,1.29,142.1,23.1,35.9,0.2
1583,215.0,11:45:00,2023-02-17,7.090766309897209,93.0,66.89007641131532,35.862208206498686,1.27,148.7,8.726566617714063,37.6,0.2
1584,215.0,12:00:00,2023-02-17,7.0,93.0,82.3,49.5,1.16,184.0,25.6,32.9,0.2
1585,215.0,12:15:00,2023-02-17,7.0,93.0,82.3,49.5,1.65,208.3,25.6,40.1,0.2
1586,215.0,12:30:00,2023-02-17,7.0,93.0,82.3,49.5,1.69,233.7,20.9,36.5,0.2
1587,215.0,12:45:00,2023-02-17,7.8,82.0,88.0,53.1,1.68,223.6,20.6,39.7,0.1
1588,215.0,13:00:00,2023-02-17,8.3,82.0,89.3,54.3,1.69,156.6,19.2,57.1,0.1
1589,215.0,13:15:00,2023-02-17,8.8,82.0,84.6,52.2,1.68,82.8,18.4,77.5,0.1
1590,215.0,13:30:00,2023-02-17,8.1,82.0,79.6,48.9,1.69,149.3,17.7,56.7,0.1
1591,164.0,13:45:00,2023-02-17,7.1,70.0,75.8,46.1,1.67,226.1,17.3,32.1,0.1
1592,164.0,14:00:00,2023-02-17,7.5,70.0,74.5,45.7,1.66,135.2,17.3,58.6,0.1
1593,164.0,14:15:00,2023-02-17,7.2,70.0,71.0,43.6,1.65,82.7,17.4,78.7,0.1
1594,164.0,14:30:00,2023-02-17,6.3,70.0,66.0,40.3,1.65,212.0,17.6,50.5,0.1
1595,129.0,14:45:00,2023-02-17,6.8,64.0,80.1,48.2,1.48,239.2,17.6,44.1,0.1
1596,129.0,15:00:00,2023-02-17,4.7,64.0,55.0,33.1,1.43,136.0,20.2,63.7,0.1
1597,129.0,15:15:00,2023-02-17,3.4,64.0,44.7,26.6,1.44,160.4,20.4,62.4,0.1
1598,129.0,15:30:00,2023-02-17,2.8,64.0,44.0,25.7,1.55,102.6,19.6,74.6,0.1
1599,122.0,15:45:00,2023-02-17,2.7,61.0,28.8,17.5,1.58,45.7,20.1,86.4,0.1
1600,122.0,16:00:00,2023-02-17,2.7,61.0,17.4,11.4,1.58,48.3,18.2,81.1,0.1
1601,122.0,16:15:00,2023-02-17,3.5,61.0,23.1,15.1,1.59,64.1,16.8,73.8,0.1
1602,122.0,16:30:00,2023-02-17,3.9,61.0,27.0,17.5,1.61,41.2,16.1,78.1,0.1
1603,122.0,16:45:00,2023-02-17,3.9,54.0,28.1,18.1,1.69,31.9,15.9,71.2,0.1
1604,122.0,17:00:00,2023-02-17,4.6,54.0,27.3,18.3,1.75,30.9,15.8,69.9,0.1
1605,122.0,17:15:00,2023-02-17,5.0,54.0,26.0,17.9,1.81,32.1,15.2,60.3,0.1
1606,122.0,17:30:00,2023-02-17,4.9,54.0,25.4,17.5,1.89,35.4,15.7,53.0,0.1
1607,135.0,17:45:00,2023-02-17,5.7,80.0,24.6,17.7,2.06,38.9,15.8,43.0,0.1
1608,135.0,18:00:00,2023-02-17,7.3,80.0,23.9,18.7,2.11,45.4,15.4,30.9,0.1
1609,135.0,18:15:00,2023-02-17,7.3,80.0,25.7,19.6,2.2,71.1,15.4,4.5,0.1
1610,135.0,18:30:00,2023-02-17,7.8,80.0,27.5,20.9,2.43,100.0,15.5,44.38062564659439,0.2
1611,196.0,18:45:00,2023-02-17,11.4,221.0,30.0,25.2,2.87,93.5,15.0,42.12155402706014,0.2
1612,196.0,19:00:00,2023-02-17,16.5,221.0,31.9,30.4,3.18,89.9,14.7,0.1,0.2
1613,196.0,19:15:00,2023-02-17,21.5,221.0,32.1,34.5,3.22,79.5,15.3,34.45869062941712,0.2
1614,196.0,19:30:00,2023-02-17,25.2,221.0,31.4,37.2,2.84,68.6,15.7,3.6,0.3
1615,531.0,19:45:00,2023-02-17,28.8,262.0,28.0,38.3,2.21,52.6,16.0,33.9,0.3
1616,531.0,20:00:00,2023-02-17,28.0,262.0,24.2,35.7,2.1,50.0,16.4,45.9,0.3
1617,531.0,20:15:00,2023-02-17,26.8,262.0,21.7,33.3,1.98,41.4,16.2,56.4,0.3
1618,531.0,20:30:00,2023-02-17,23.7,262.0,19.0,29.4,1.94,38.2,16.3,59.1,0.3
1619,520.0,20:45:00,2023-02-17,21.6,110.0,14.9,25.5,1.91,37.0,16.3,63.2,0.3
1620,520.0,21:00:00,2023-02-17,17.6,110.0,10.7,20.0,1.91,36.4,17.4,60.9,0.3
1621,520.0,21:15:00,2023-02-17,15.2,110.0,5.7,15.3,1.89,34.8,18.1,66.5,0.3
1622,520.0,21:30:00,2023-02-17,14.1,110.0,2.6,12.8,1.85,33.7,18.0,70.0,0.3
1623,520.0,21:45:00,2023-02-17,13.5,106.0,0.9,11.5,1.88,33.4,17.9,68.5,0.2
1624,520.0,22:00:00,2023-02-17,10.9,106.0,0.6,9.1,1.95,31.4,17.7,63.1,0.2
1625,520.0,22:15:00,2023-02-17,10.1,106.0,0.7,8.5,1.97,30.2,17.5,63.8,0.2
1626,520.0,22:30:00,2023-02-17,8.9,106.0,0.8,7.7,2.05,29.9,16.8,63.4,0.2
1627,208.0,22:45:00,2023-02-17,8.1,111.0,0.2,6.7,2.1,26.9,16.5,59.3,0.2
1628,208.0,23:00:00,2023-02-17,5.8,111.0,101.5624544181211,4.2,2.16,24.9,17.8,52.0,0.3
1629,208.0,23:15:00,2023-02-17,5.2,111.0,1.9,5.3,2.19,24.2,16.7,44.5,0.3
1630,208.0,23:30:00,2023-02-17,6.7,111.0,4.6,7.9,2.15,23.3,15.9,43.1,0.3
1631,186.0,23:45:00,2023-02-17,7.4,120.0,2.6,7.4,0.883180874639995,13.054912630959949,15.7,38.1,0.3
1632,186.0,00:00:00,2023-02-18,9.0,120.0,1.9,8.3,0.98,23.9,15.5,38.7,0.3
1633,186.0,00:15:00,2023-02-18,7.7,120.0,3.0,7.9,0.86,22.9,15.2,36.7,0.2
1634,186.0,00:30:00,2023-02-18,9.2,120.0,2.8,9.0,0.79,21.1,15.4,32.9,0.2
1635,186.0,00:45:00,2023-02-18,8.3,119.0,4.6,9.2,0.78,20.6,14.9,24.3,0.2
1636,186.0,01:00:00,2023-02-18,8.6,119.0,3.0,8.6,0.78,19.5,15.6,23.2,0.2
1637,186.0,01:15:00,2023-02-18,10.2,119.0,2.0,9.3,0.77,18.4,15.9,18.7,0.2
1638,186.0,01:30:00,2023-02-18,9.8,119.0,3.2,9.6,0.81,19.8,15.4,14.8,0.2
1639,74.93553022663247,01:45:00,2023-02-18,9.5,118.0,5.3,10.6,0.85,20.4,15.2,10.9,0.2
1640,109.88380727285805,02:00:00,2023-02-18,9.5,118.0,7.4,11.6,0.87,19.2,15.2,14.2,0.2
1641,81.252422512347,02:15:00,2023-02-18,10.0,118.0,8.3,12.6,1.05,19.8,15.7,8.9,0.2
1642,156.58135381473483,02:30:00,2023-02-18,11.1,118.0,9.1,13.8,1.27,19.9,15.5,1.3,0.2
1643,171.0,02:45:00,2023-02-18,12.9,160.0,11.4,16.6,1.33,20.3,15.2,0.4,0.2
1644,171.0,03:00:00,2023-02-18,13.8,160.0,13.9,18.6,1.25,20.4,15.3,23.587865113294438,0.2
1645,171.0,03:15:00,2023-02-18,16.2,160.0,15.9,21.7,1.2,18.6,15.2,22.936900601272843,0.2
